App Version Code,Reviewer Language,Device,Review Date,Star Rating,Review Title,Review Text
744.0,pt,a53x,2024-03-01,1,,"O jogo em si é ótimo, mas a gestão do jogo por parte da empresa é horrível."
744.0,pt,fleur,2024-03-01,1,,Falta um sistema de otimização pra móbile
744.0,en,r3q,2024-03-01,5,,As an anime fan i really love this game
744.0,en,d2s,2024-03-01,1,,
744.0,en,b0q,2024-03-01,4,,
744.0,en,a15x,2024-03-01,5,,
744.0,en,a33x,2024-03-01,1,,"I love Genshin Impact dearly, and that's exactly why I'm leaving a bad review. Because Hoyo can still salvage this. You claim to listen to us, your player base, yet you're choosing to stay quiet in the face of criticism? Do better. We know that you can do better."
744.0,en,RMX3092L1,2024-03-01,4,,"1 star deducted for wishes,but hey games about fun. this games is such beauty, can't describe"
744.0,en,RE5C6CL1,2024-03-01,5,,
744.0,ru,fog,2024-03-01,5,,
744.0,ru,Infinix-X669D,2024-03-01,5,,Там очень интересно и красиво
744.0,en,b0q,2024-03-01,1,,"The developer don't care about their player. It's been 3 years and they NEVER listen to what the player wants. For anyone that read this and want to play this game, DON'T DO IT!!! When you start playing the game, it's gonna feel good but it's gonna get worse and worse the longer you play the game because the developer don't care about veteran player. Imagine only giving 3 wishes as a rewards for 3 years anniversary. That's an insult to all the player."
744.0,en,OP4BFB,2024-03-01,5,,
744.0,en,bluejay,2024-03-01,4,,"excuse me? the rewards? I spend hours farming for a whopping 60 primogems which isn't even enough for a single wish, kaveh hasn't had a rerun in OVER 9 months (I love this game with all my life but please just let kaveh out of ""his"" home and into my party."
744.0,ru,TECNO-KH7n,2024-03-01,5,,
744.0,pt,crownqltechn,2024-03-01,5,,
744.0,ru,a23,2024-03-01,5,,
744.0,en,fog,2024-03-01,1,,Hello I come back again and it needs more storage like I if 64GB OR 29GB it still needs more the one game I only have it's genshin impact like oh may god I can't believe it need more I was so so angry and I'm so sad I gonna lose my account please please fix the storage that it's I wanna to tell:(
744.0,pt,r8q,2024-03-01,1,,
744.0,en,V2317,2024-03-01,5,,
744.0,en,HNNTH,2024-03-01,5,,
744.0,en,a51x,2024-03-01,1,,They don't listen to the community.
744.0,pt,manaus,2024-03-01,1,,
744.0,ru,galahad,2024-03-01,5,,"Потрясающая игра. Играю уже который год, периодически забрасывая. Но не смотря на это, я невероятно сильно люблю здешних персонажей. Каждый со своей историей, эмоциями и взгядами. С выходом Фонтейна всё и вовсе заиграло яркими красками! Единственно, по прежнему расстраивает объём игры, но для чудесной графики - это норма. Я искренне благодарна разработчикам за те эмоции, что я получила и продолжаю получать от игры."
744.0,en,joyeuse,2024-03-01,4,,
744.0,ru,TECNO-KG5n,2024-03-01,5,,Это шикарно приключения и разные задания но есть один минус то что когда ты скачиваеш эту игру она долго загружается но это прикольная игра советую в него поиграть 5 звëзд даже если тут есть минусы. 🦔😍😍🥰🥰😘😘
744.0,en,a23,2024-03-01,5,,
744.0,ru,rubypro,2024-03-01,2,,
744.0,en,genevn,2024-03-01,4,,
744.0,ru,TECNO-BG6,2024-03-01,5,,
744.0,ru,ocean,2024-03-01,5,,Круто спасибо за игру
744.0,en,b4q,2024-03-01,1,,"really like the exploring part, hate long quests (4h+) and that if you lose connection you can lose too much progress of it (make it skippable maybe), could have better rewards for the players, also remake some models. the difference in quality from the new characters to the old ones is just sad (especially albedo, diluc and some animations taking xiao as example, heizou can take his little weapon out of his belt, xiao uses his mask for a moment and still has it on his waist...) very mid..."
744.0,en,OP557AL1,2024-03-01,5,,
744.0,ru,heat,2024-03-01,5,,
744.0,en,r8q,2024-03-01,5,,
744.0,ru,redwood,2024-03-01,5,,
744.0,en,a04e,2024-03-01,5,,Help to put it in my laptop
744.0,pt,Infinix-X689F,2024-03-01,3,,
744.0,ru,Infinix-X669D,2024-03-01,4,,
744.0,en,dream2lte,2024-03-01,1,,30 GB update? Kidding?
744.0,ru,Infinix-X668C,2024-03-01,5,,Топчик
744.0,ru,yunluo,2024-03-01,5,,
744.0,en,HWMAR,2024-03-01,5,,
744.0,pt,Infinix-X6831,2024-03-01,1,,Me dá mais recompensa krl
744.0,ru,RE54C1L1,2024-03-01,5,,
744.0,ru,a52q,2024-03-01,5,,
744.0,ru,rain,2024-03-01,5,,"Игра понравилась э, очень классная 👍 5 звезд заслужила Вскоре выпал Ка Мин да еще с хорошей графикой на телефоне бывает конечно подлагивает но не так часто. За Ка Мина почти босса убила, рекомендую людям чтобы поиграть"
744.0,en,patriot,2024-03-01,1,,I used to love this game but you are destroying it by yourself the rewards are so bad and there's no respect for the players you really sent us a 3 wishes for anniversary? What a scrimp and the game becomes boring learn how to respect your community gamers im really very disappointed.
744.0,pt,tapas,2024-03-01,4,,"o jogo está maravilhoso! tinha parado de jogar porque simplesmente estava cansativo,mas com a chegada da nova região me fez hypar novamente. Fontaine tá incrível,as histórias estão maravilhosas,(curtas,porém muito bem desenvolvidas) personagens cativantes,a exploração está divertida e chefões com mecânicas diferentes.E nem se fala da trilha sonora,isso a Hoyo nunca despciona. Mas só existe um problema: a falta de otimização nas áreas de sumero(principalmente os desertos).Trava demais!"
744.0,ru,dm2q,2024-03-01,5,,"Хорошая игра, по меркам мобильного гейминга вообще секс в море каловых шутеров и ущербных симуляторов. Оптимизация отличная, даже на максимальных настройках приемлемая плавность, да и телефон греет не сильно. P.S., а ещё у меня Е Лань с сигной, так что я раб этого казино"
744.0,en,vili,2024-03-01,5,,
744.0,en,TECNO-LH8n,2024-03-01,5,,
744.0,en,lancelot,2024-03-01,5,,I don't like the lucky spin.its is useless
744.0,en,stone,2024-03-01,4,,Gud
744.0,ru,a53x,2024-03-01,5,,
744.0,ru,a53x,2024-03-01,5,,
744.0,en,OP4B9EL1,2024-03-01,4,,"This game it self is great, but i have this unknown bug or something else that won't show the ice when I do an ice bridge and damage text. Please fix this, Thank you."
744.0,en,V2204,2024-03-01,5,,Theres nothing to say here so I leave it here
744.0,ru,stone,2024-03-01,1,,
744.0,en,a32x,2024-03-01,4,,Vary well.....can we get better Wish fate rewards?
744.0,en,OP4C4BL1,2024-03-01,1,,This game is very pretty and all but the content in the game is very limited and the rewards are very bad.
744.0,ru,TB128FU,2024-03-01,5,,👍👍👍👍
744.0,ru,TECNO-LH6n,2024-03-01,4,,
744.0,pt,spes,2024-03-01,1,,"Empresa caga e anda pra os jogadores desse jogo, vão se programar pra jogar outro jogo mano, não vale a pena"
744.0,en,a21s,2024-03-01,5,,I like it so much
744.0,en,HWEVR,2024-03-01,5,,Nice story and game but can rip you internal capacity
744.0,ru,d1q,2024-03-01,1,,Всё очень хорошо но лагает жоско
744.0,ru,vili,2024-03-01,4,,Просто прекрасно
744.0,ru,a34x,2024-03-01,5,,Хороший сюжет
744.0,en,curtana,2024-03-01,1,,
744.0,en,RE54BFL1,2024-03-01,1,,The artifacts farming in this game is outrageous so shove it up
744.0,ru,TECNO-LH7n,2024-03-01,5,,Все норм игра норм награды пойдут
744.0,en,Infinix-X671B,2024-03-01,5,,i love anime women
744.0,ru,rosemary,2024-03-01,4,,"Игра что-то с чем-то, но разрабы дают очень мало ресурсов (камни истока какие-то оружки за ивенты и т.п)"
744.0,en,crownlte,2024-03-01,1,,I would give it 5 stars if only it stopped crashing. Twice now iv got the same error code where i gotta delete the game and reinstall it. That wouldnt be much of an issue. If the game didnt have a 30gb download needed before you could run it. Error code: 31-4302.
744.0,ru,TECNO-KI7,2024-03-01,5,,"Игра хорошая, но после обновления 4.0 стало само что то наживаться и двигаться персонаж. До этого всё было нормально. В данжах я уже несколько раз погиб из за этого."
744.0,en,Infinix-X688B,2024-03-01,4,,
744.0,ru,HWMAR,2024-03-01,5,,
744.0,en,2058,2024-03-01,2,,I really enjoy this game and apparently i've been playing it for 3 years approximately. That's why i'm very dissapointed of how i can't even get into the game on my laptop now and it started after the new update 4.4.
744.0,en,r9q,2024-03-01,5,,On PC the game is better on mobile it's has rendering problems network issues(even in high speed internet) graphics issues. Most of the time i start a task the timer starts but the enemies or the required resources don't appear tried it 3 4 times still the problem persisted. Make this game more compatible for mobile increase the app size if required
744.0,en,TECNO-KJ6,2024-03-01,5,,best rpg game multi and fun adventure
744.0,en,beyond2,2024-03-01,5,,
744.0,ru,RE5C7CL1,2024-03-01,5,,
744.0,ru,spesn,2024-03-01,5,,"Всегда любила геншин, но с новыми обновлениями вообще класс, всем советую."
744.0,pt,m52xq,2024-03-01,2,,
744.0,ru,a34x,2024-03-01,1,,У меня есть 5гб и мне пишут освободите память! Что бы исправили!
744.0,en,pipa,2024-03-01,5,,
744.0,en,r11q,2024-03-01,5,,It's pretty fun pretty big open world with alot of fully voiced actors seems like they put alot work in this game
744.0,en,vayu,2024-03-01,3,,
744.0,en,r11s,2024-03-01,5,,
744.0,ru,galahad,2024-03-01,5,,
744.0,ru,spes,2024-03-01,1,,"не понимаю этих ваших геншинов, вот в майнкрафте все просто и понятно, когда сделаете как майнкрафт поставлю 5★"
744.0,en,ASUS_AI2205,2024-03-01,5,,
744.0,en,a23,2024-03-01,4,,
744.0,ru,fleur,2024-03-01,5,,Круто
744.0,ru,TECNO-KH7n,2024-03-01,3,,Игра топ НО ХОЧУ ЛЕГУ ДАВАЙ ДОНАТ
744.0,ru,a12,2024-03-01,5,,"Что с отзывами? 3,2. По моему игра хорошая, сюжет интересный, награды кнш не очень, но я думаю, что разрабы одумаются и будут давать хорошие награды, вообщем игра интересная с открытым миром, мне нравится."
744.0,en,a14,2024-03-01,5,,My potato phone cant run it but the women r hot
744.0,ru,sea,2024-03-01,5,,
744.0,ru,TECNO-KJ5n,2024-03-01,5,,
744.0,ru,monet,2024-03-01,5,,"Шииик я очень хочу поиграть, у меня долгая загрузка можете пж исправить, и моя сестра играет около 9месяцев и ей очееееень редко выпадают персонажи да и не такие хорошие, можете сделать более везучие крутки она хочет выбить ху тао а я хочу выбить шарлотту"
744.0,en,a34x,2024-03-01,4,,
744.0,ru,sweet,2024-03-01,5,,
744.0,en,a22,2024-03-01,5,,
744.0,ru,viva,2024-03-01,5,,
744.0,en,gta4xl,2024-03-01,5,,
744.0,ru,sea,2024-03-01,5,,
744.0,ru,gta8,2024-03-01,5,,
744.0,en,amber,2024-03-01,3,,this game is fun because it has tall males but its very very boring 😓👋
744.0,en,r0q,2024-03-01,1,,
744.0,en,REE2ADL1,2024-03-01,5,,
744.0,en,a54x,2024-03-01,5,,This game is so kewl and kawaii >.<!!! It's so sugoi uwu
744.0,en,joyeuse,2024-03-01,5,,
744.0,ru,a54x,2024-03-01,5,,Разрабы купите мне пожалуйста луну игра классная но денег у меня нет
744.0,ru,TECNO-LH6n,2024-03-01,5,,
744.0,ru,TECNO-LG7n,2024-03-01,5,,
744.0,en,katyusha,2024-03-01,5,,Nice
744.0,en,OP56EDL1,2024-03-01,5,,It's very fun :)
744.0,en,a33x,2024-03-01,1,,Lantern Rite
744.0,en,I2304,2024-03-01,5,,Good Graphics
744.0,en,2011,2024-03-01,4,,
744.0,en,rhodei,2024-03-01,1,,give skip botton on conservation 🤬🤬🤬
744.0,en,TECNO-CK7n,2024-03-01,5,,Best game
744.0,pt,maltose,2024-03-01,1,,"Em 2021, onde o genshin estava no seu auge, eu amava o jogo e sempre estava ansioso por um evento novo. Agora depois 3 anos de tortura, sem recompensas que faça vc continuar jogando, sem o respeito pelos criadores do jogo. Parei de jogar tanto HSR quando o genshin que com o tempo fomos vendo a real intenção dos devs, só roubar o nosso dinheiro e nunca melhorar o jogo."
744.0,ru,fleur,2024-03-01,5,,
744.0,ru,a34x,2024-03-01,5,,
744.0,en,OP595DL1,2024-03-01,5,,
744.0,en,dm3q,2024-03-01,5,,Nice
744.0,ru,topaz,2024-03-01,5,,
744.0,ru,HNRMO-Q,2024-03-01,5,,игра супер
744.0,en,gts7xlwifi,2024-03-01,5,,Love it!!!❤️
744.0,ru,RMX3085L1,2024-03-01,1,,"Почему за каждую основу можно получить только 50 круток это даже для гаранта не дотягивает прошу как-нибудь повлиять на награды или хоть немного увеличить нам доход примагемов уже всё закрыто на 100% все карты, что мне то делать????"
744.0,en,dm3q,2024-03-01,5,,
744.0,en,b0s,2024-03-01,1,,can't even log in my facebook account anymore and i don't eve know why
744.0,ru,RE58BC,2024-03-01,5,,
744.0,en,a05s,2024-03-01,5,,
744.0,ru,Infinix-X6528B,2024-03-01,2,,Сюжет.... Где его прода....
744.0,pt,r5q,2024-03-01,4,,
744.0,ru,RMX2063L1,2024-03-01,5,,Мне очень нравится сильно графика мне нравится персонажи их очень много спасибо что создали такую игру
744.0,pt,a9y18qlte,2024-03-01,1,,
744.0,en,b0q,2024-03-01,5,,So much fun game the graphics are awesome been playing this for quite some time I love it
744.0,en,a31,2024-03-01,4,,
744.0,ru,Infinix-X6833B,2024-03-01,1,,
744.0,ru,pipa,2024-03-01,5,,"Стал играть в это и сразу от меня отказались родители, в школе начали все издеваться, пофиксите баг плс"
744.0,pt,rosemary,2024-03-01,1,,"Odieiiii, experiência horrível, não baixem, não são nem humildes com os próprios players"
744.0,pt,gale,2024-03-01,5,,Q jogo maravilhoso e uma perfeição
744.0,en,a54x,2024-03-01,1,,"Jogo horrível, jogamos, jogamos e jogamos mas não recebemos oque merecemos."
744.0,ru,TB128FU,2024-03-01,2,,
744.0,ru,r9q,2024-03-01,1,,
744.0,ru,duchamp,2024-03-01,5,,Хорошая игра мне нравится
744.0,ru,heat,2024-03-01,5,,
744.0,en,SouthernDunes,2024-03-01,5,,I play it on my ps4 I'm waiting on the pyro archon
744.0,ru,a50,2024-03-01,5,,Игра прикольная даже захватывающая но есть одно но почему примогемв сложно добавать😰можно мне яэ мико выбить ааа😪
744.0,ru,RMX3261,2024-03-01,5,,Имба
744.0,pt,redwood,2024-03-01,1,,
744.0,ru,aristotle,2024-03-01,5,,"Супер игра. Все в балансе , сюжет, графика, задания. Не знаю почему другие пишут что сложная прокачка. Она не сложная, да, может поначалу сложная , но как только разберёшься, все будет окей. Насчёт круток, да, это рандом, ч гарантом в 80-90 круток, а что вы хотели? Чтобы сразу с первой падало? Нет, как повезёт. Так же люди говорят про то что сюжет долго выходит, сюжетные задания выходят по расписанию, оно у них не меняется. Тем более, не тик легко это делать, задумайтесь"
744.0,ru,rain,2024-03-01,5,,Очень классная игра! Советую✨
744.0,ru,rain,2024-03-01,5,,
744.0,en,Infinix-X6528,2024-03-01,5,,It's giving
744.0,ru,TECNO-CH6i,2024-03-01,5,,
744.0,en,duchamp,2024-03-01,5,,
744.0,ru,fire,2024-03-01,1,,
744.0,ru,a54x,2024-03-01,2,,Аниме
744.0,ru,topaz,2024-03-01,5,,"Я не видела игры лучше. Эта графика, шейды, анимация и Сяо который не хочет выпадать... (Правда когда только зашел(а) ждать достаточно долго, но это того стоит!)"
744.0,ru,RE58BC,2024-03-01,5,,Интересная игра
744.0,en,gust,2024-03-01,5,,
744.0,ru,dm3q,2024-03-01,5,,
744.0,en,Infinix-X6812B,2024-03-01,1,,trash game unlucky in every pulls
744.0,ru,a32,2024-03-01,1,,
744.0,ru,TECNO-KI7,2024-03-01,5,,
744.0,en,ginkgo,2024-03-01,5,,
744.0,en,OP573DL1,2024-03-01,5,,
744.0,ru,sweet,2024-03-01,5,,
744.0,ru,TECNO-CK7n,2024-03-01,5,,Мне выпал дилюк
744.0,en,OP5958L1,2024-03-01,5,,"This game is very good high graphics, many characters, ♥️♥️"
744.0,ru,topaz,2024-03-01,5,,
744.0,en,cepheus,2024-03-01,5,,
744.0,ru,xun,2024-03-01,1,,Очень много жрет памяти 😭😭😭😭
744.0,ru,Infinix-X669D,2024-03-01,5,,Хорошая игра
744.0,ru,surya,2024-03-01,5,,
744.0,en,REE2B2L1,2024-03-01,5,,
744.0,en,a54x,2024-03-01,5,,"This game is amazing in every. Thrilling fantasy plot, a huge open world (they're adding new areas regularly), a large cast of well-written & extremely likeable characters with attractive but not sexualized designs, and just sooo much to do: exploring, fighting, farming for gacha, TCG card battles, decorating own houses & islands, etc. I'm also happy that player interactions are optional. Please add a ""skip"" option for dialogues, though!"
744.0,pt,deen_sprout,2024-03-01,5,,O jogo e bom as nota baixa e pelo povo pobreta que reclama de recompensa da pra jogar free sem gastar nada esse povo quer e demais
744.0,ru,TECNO-LG7n,2024-03-01,5,,
744.0,en,RED8D1,2024-03-01,5,,better than ever takes a lot of storage tho
744.0,ru,Infinix-X6528B,2024-03-01,5,,
744.0,ru,TECNO-BG6,2024-03-01,5,,мне нрав
744.0,en,HNCRT-M2,2024-03-01,4,,Man.
744.0,ru,TECNO-LH7n,2024-03-01,5,,"Играю на телефон в 2ка качестве, без лагов) Советую игру"
744.0,ru,sunstone,2024-03-01,5,,
744.0,pt,KINGKONG_9,2024-03-01,5,,
744.0,ru,r9s,2024-03-01,5,,
744.0,en,miel,2024-03-01,1,,
744.0,pt,a34x,2024-03-01,1,,Deêm recompensas decentes no jogo😡. 3 desejos por 3 anos de fidelidade? Só podem estar de brincadeira
744.0,en,Infinix-X692,2024-03-01,5,,Very fantastic!! I love the graphic and it's so fun to play with:3
744.0,ru,a23,2024-03-01,5,,
744.0,en,m14x,2024-03-01,5,,This game is majestic everyone need to play it😍😍😍😍😍😍😍😍💓💓💓💓👌👌👌👌💓💓😊😊😊😊😊😊😩😩😊🤩🤩🤩🤩🤩
744.0,ru,OP5155L1,2024-03-01,1,,
744.0,ru,redwood,2024-03-01,5,,
744.0,en,Spacewar,2024-03-01,5,,
744.0,ru,lemon,2024-03-01,1,,
744.0,ru,aether,2024-03-01,5,,Прикольная игруха
744.0,ru,rosemary,2024-03-01,3,,"К сожалению, вес этой игры критически большой, да, большой мир, много деталей, квестов, но эта игре просто не создана для телефонов! Играю на редми нот 10s"
744.0,pt,lisbon,2024-03-01,5,,
744.0,ru,camellian,2024-03-01,1,,сделайте норм гарант на дополнительном новом баннере
744.0,ru,eos,2024-03-01,5,,Кайф
744.0,ru,REE2ADL1,2024-03-01,5,,Самая лучшая игра как по мне просто 5 звëзд у неë нет ошибок
744.0,ru,sea,2024-03-01,5,,
744.0,pt,a14x,2024-03-01,5,,
744.0,en,Infinix-X6528,2024-03-01,1,,
744.0,en,dm2q,2024-03-01,4,,
744.0,ru,a51,2024-03-01,5,,Please make Navia or Ayaka Aether's already
744.0,ru,Infinix-X6833B,2024-03-01,1,,
744.0,ru,Infinix-X6833B,2024-03-01,1,,Когда Альбедо
744.0,en,OP5312L1,2024-03-01,5,,
744.0,ru,a24,2024-03-01,5,,
744.0,pt,dm3q,2024-03-01,1,,Parabéns miojo! Só falta dar o cool pro honkai agora.
744.0,en,sweet,2024-03-01,1,,
744.0,ru,mondrian,2024-03-01,1,,"что б вас. Количество наград в честь китайского нового года? 13 круток? Серьезно? Отсутствие стоющих наград убивает. Даже графика в многих моментах очень и очень плохая. Что уж говорить про некоторые моменты с графикой воды..? Давайте вспомним прекраснейшую кат.сцену в хср, когда пожиратель луны убирал воду. Финальная кат.сцена фонтейна и рядом с ней не стоит... Вы сколько денег зарабатываете? А тех.фоддержка вовсе никакая. Обновления сухие, игра скучная, ничего нового."
744.0,ru,b4q,2024-03-01,5,,More primogems from chests please
744.0,ru,OP4EFDL1,2024-03-01,5,,
744.0,ru,a52q,2024-03-01,1,,Дайте больше примогемов!!!!!!!!!!😰☠️☠️
744.0,en,a03,2024-03-01,1,,This game needs better rewards
744.0,en,HWJSN-H,2024-03-01,3,,😍
744.0,ru,RE58BC,2024-03-01,5,,
744.0,en,RMX1921,2024-03-01,1,,
744.0,en,CPH1835,2024-03-01,5,,"This is the best game ever. The graphics are awesome and the gameplay is out of this world. It's only that as you play longer,it becomes harder to fight enemies and to gather materials because of the bosses. Plus most of us are reallllyyy waiting for more realms in teyvat and maybe other worlds as it is said at the beginning of the game"
744.0,pt,a23,2024-03-01,5,,
744.0,en,redwoodin,2024-03-01,4,,Just add skip button for dialogue
744.0,en,q5q,2024-03-01,5,,
744.0,ru,heat,2024-03-01,5,,"Игра самая лучшая из всех похожих. Графика просто шик ,очень много локаций и интересно играть, много баннеров с персонажами. Минус только в том что мало халявных наград, а так норм"
744.0,pt,miel,2024-03-01,1,,
744.0,en,NX679J-UN,2024-03-01,5,,
744.0,en,RE50C1,2024-03-01,5,,
744.0,ru,pipa,2024-03-01,4,,Я думаю игра хорошая но иногда баги
744.0,en,Infinix-X6731,2024-03-01,4,,
744.0,en,Seattle,2024-03-01,5,,"love the quality,graphics everything!"
744.0,pt,r8q,2024-03-01,1,,
744.0,ru,a53x,2024-03-01,1,,"Одна звезда из-за того, что разработчики полностью забили на игроков и игру"
744.0,ru,a34x,2024-03-01,5,,Почему так мало звёзд надо больше
744.0,ru,TECNO-CI8n,2024-03-01,5,,
744.0,en,OP5759L1,2024-03-01,5,,"Honestly didn't think that my phone was capable of playing this game, but other than that this game had some amazing story pacing and fun combat mechanics"
744.0,en,tapas,2024-03-01,5,,
744.0,pt,m51,2024-03-01,1,,Jogo é bom mas a empresa não valoriza os player
744.0,ru,fog,2024-03-01,1,,Ибма
744.0,ru,lancelot,2024-03-01,1,,
744.0,ru,a53x,2024-03-01,1,,
744.0,pt,vayu,2024-03-01,2,,Melhorem o sistema de artefatos. Estou cansado de jogar resina fora e nunca vim um artefato bom. Já não basta a dificuldade de pegar uma arma assinatura de personagens? Dêem mais atenção a jogadores que não tem condições financeiras
744.0,ru,secret,2024-03-01,1,,"Игра шляпа 2 года хочу Ци Ци,но она мне не падает."
744.0,en,panther,2024-03-01,1,,"Review edit: down to one star from two. Instead of implementing changes to the game they already coded, they developed it into Wuthering Waves."
744.0,en,a54x,2024-03-01,5,,
744.0,en,gta9pwifi,2024-03-01,1,,Fix your login. I cant use social media acct and i cant login my hoyo account
744.0,en,joyeuse,2024-03-01,1,,Listen to your players
744.0,pt,a14,2024-03-01,3,,Não consigo esperar para carregar mais deve ser legal
744.0,ru,cancunf,2024-03-01,5,,
744.0,ru,rosemary,2024-03-01,5,,Думаю 5+ и я хз что там там мало места
744.0,pt,sofiar,2024-03-01,5,,Ele pesa muito os pach
744.0,en,husky,2024-03-01,1,,Pay to win
744.0,ru,RE58C2,2024-03-01,5,,
744.0,ru,fleur,2024-03-01,1,,"Играю с релиза (4й год). Такое ощущение, что разрабы ненавидят игру. Ф2п игроки не получают круток даже на 1 гарант за патч(для 100% получения желаемого перса надо 2 гаранта). Все плюсы игры (красивые локации, персонажи) перекрываются ужасным отношением разработчиков к игрокам. Награды на годовщину никакущие и из года в год не меняются, даже ивента специального не делают. Каждый патч наград все меньше. Начинать играть можно разве что ради изучения карты. Диалоги в основном душные, скип нельзя."
744.0,en,bloomq,2024-03-01,5,,I love this game! but I couldnt log in on my other account. I hope you can resolve this issue.
744.0,pt,tapas,2024-03-01,1,,
744.0,en,Infinix-X670,2024-03-01,5,,
744.0,ru,TECNO-KJ5n,2024-03-01,5,,
